queueOrder,page,oldPath,clicks,impressions,priorityScore,legacyType,suggestedTargetPath,proposedTargetPath,decisionType,reasonCode,confidence,curationStatus,reviewerNotes
87,https://www.kotacom.id/product/pc-server-anbk-unbk-intel-xeon-8-cpus-ram-16gb-hdd-1tb-dual-lan,/product/pc-server-anbk-unbk-intel-xeon-8-cpus-ram-16gb-hdd-1tb-dual-lan,1,30,10.54,other_nested,,/products/pc-server-anbk-unbk-intel-xeon-8-cpus-ram-16gb-hdd-1tb-dual-lan,redirect,product_singular_to_plural,medium,pending_review,
88,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-malang,/product-tag/jual-pc-rakitan-murah-malang,0,30,12.94,other_nested,,/products/category/jual-pc-rakitan-murah-malang,redirect,product_tag_to_products_category,medium,pending_review,
89,https://www.kotacom.id/product/pc-karaoke-1tb-slim-15000-lagu-not-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-1tb-slim-15000-lagu-not-audiobank-kjb-nakamichi-geisler,0,30,11.18,other_nested,,/products/pc-karaoke-1tb-slim-15000-lagu-not-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,
90,https://www.kotacom.id/product/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,/product/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,0,29,14,other_nested,,/products/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,redirect,product_singular_to_plural,medium,pending_review,
91,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-madiun/page/2,/product-tag/jual-pc-rakitan-murah-madiun/page/2,0,28,15.71,other_nested,,/products/category/jual-pc-rakitan-murah-madiun,redirect,product_tag_to_products_category,medium,pending_review,
92,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-sampang/page/2,/product-tag/jual-komputer-rakitan-murah-sampang/page/2,0,28,10.99,other_nested,,/products/category/jual-komputer-rakitan-murah-sampang,redirect,product_tag_to_products_category,medium,pending_review,
93,https://www.kotacom.id/projects/cooperative-management-system-surabaya,/projects/cooperative-management-system-surabaya,0,28,9.25,project_detail,/services,/projects/cooperative-management-system-surabaya,keep_or_redirect,projects_direct,medium,pending_review,
94,https://www.kotacom.id/product/pc-karaoke-4tb-60000-lagu-film-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-4tb-60000-lagu-film-audiobank-kjb-nakamichi-geisler,0,28,7.99,other_nested,,/products/pc-karaoke-4tb-60000-lagu-film-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,
95,https://www.kotacom.id/product/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya-2,/product/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya-2,0,28,7.85,other_nested,,/products/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya-2,redirect,product_singular_to_plural,medium,pending_review,
96,https://www.kotacom.id/pembuatan-website/sekolah,/pembuatan-website/sekolah,0,28,6.85,other_nested,,/services/jasa-pembuatan-website-surabaya,redirect,landing_cluster_to_service_canonical,low,pending_review,
97,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-bondowoso,/product-tag/jual-komputer-rakitan-murah-bondowoso,1,27,14.21,other_nested,,/products/category/jual-komputer-rakitan-murah-bondowoso,redirect,product_tag_to_products_category,medium,pending_review,
98,https://www.kotacom.id/product/pc-rakitan-core-i3-2gb-500gb-low-budget-rakit-pc-office-admin,/product/pc-rakitan-core-i3-2gb-500gb-low-budget-rakit-pc-office-admin,0,27,7.79,other_nested,,/products/pc-rakitan-core-i3-2gb-500gb-low-budget-rakit-pc-office-admin,redirect,product_singular_to_plural,medium,pending_review,
99,https://www.kotacom.id/posts/server-maintenance-surabaya,/posts/server-maintenance-surabaya,0,27,7.77,other_nested,,/blog/server-maintenance-surabaya,redirect,legacy_posts_to_blog,high,pending_review,
100,https://www.kotacom.id/product/hardisk-internal-2tb-40-ribu-lagu-karaoke-klipasli-update-soft-0,/product/hardisk-internal-2tb-40-ribu-lagu-karaoke-klipasli-update-soft-0,1,26,15.79,other_nested,,/products/hardisk-internal-2tb-40-ribu-lagu-karaoke-klipasli-update-soft-0,redirect,product_singular_to_plural,medium,pending_review,
101,https://www.kotacom.id/blog/coworking-space-tech-surabaya,/blog/coworking-space-tech-surabaya,0,26,8.73,other_nested,,/blog/coworking-space-tech-surabaya,keep_or_redirect,blog_slug_normalization,medium,pending_review,
102,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-jombang/page/2,/product-tag/jual-komputer-rakitan-murah-jombang/page/2,1,25,18.71,other_nested,,/products/category/jual-komputer-rakitan-murah-jombang,redirect,product_tag_to_products_category,medium,pending_review,
103,https://www.kotacom.id/product/pc-rakitan-gaming-core-i5-2400-8gb-500gb-with-nvidia-gt-1030-2gb-ddr5,/product/pc-rakitan-gaming-core-i5-2400-8gb-500gb-with-nvidia-gt-1030-2gb-ddr5,0,25,10.34,other_nested,,/products/pc-rakitan-gaming-core-i5-2400-8gb-500gb-with-nvidia-gt-1030-2gb-ddr5,redirect,product_singular_to_plural,medium,pending_review,
104,https://www.kotacom.id/product/pc-rakitan-core-i3-4gb-500gb-siap-pakai-untuk-office-admin,/product/pc-rakitan-core-i3-4gb-500gb-siap-pakai-untuk-office-admin,0,25,7.66,other_nested,,/products/pc-rakitan-core-i3-4gb-500gb-siap-pakai-untuk-office-admin,redirect,product_singular_to_plural,medium,pending_review,
105,https://www.kotacom.id/product-tag/jasa-rakit-pc-sidoarjo,/product-tag/jasa-rakit-pc-sidoarjo,0,24,17.46,other_nested,,/products/category/jasa-rakit-pc-sidoarjo,redirect,product_tag_to_products_category,medium,pending_review,
106,https://www.kotacom.id/product/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,/product/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,0,24,17.29,other_nested,,/products/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,redirect,product_singular_to_plural,medium,pending_review,
107,https://www.kotacom.id/product/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,/product/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,0,24,13.29,other_nested,,/products/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,redirect,product_singular_to_plural,medium,pending_review,
108,https://www.kotacom.id/posts/panduan-memilih-sistem-pos-untuk-umkm,/posts/panduan-memilih-sistem-pos-untuk-umkm,0,24,7.59,other_nested,,/blog/panduan-memilih-sistem-pos-untuk-umkm,redirect,legacy_posts_to_blog,high,pending_review,
109,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-nganjuk,/product-tag/jual-komputer-rakitan-murah-nganjuk,0,23,16.29,other_nested,,/products/category/jual-komputer-rakitan-murah-nganjuk,redirect,product_tag_to_products_category,medium,pending_review,
110,https://www.kotacom.id/product/pc-amd-ryzen-5-ram-32gb-ssd-512gb-monitor-27inc,/product/pc-amd-ryzen-5-ram-32gb-ssd-512gb-monitor-27inc,0,23,11.7,other_nested,,/products/pc-amd-ryzen-5-ram-32gb-ssd-512gb-monitor-27inc,redirect,product_singular_to_plural,medium,pending_review,
111,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-jember,/product-tag/jual-pc-rakitan-murah-jember,1,22,20.86,other_nested,,/products/category/jual-pc-rakitan-murah-jember,redirect,product_tag_to_products_category,medium,pending_review,
112,https://www.kotacom.id/blog/startup-tech-surabaya-sidoarjo,/blog/startup-tech-surabaya-sidoarjo,0,22,19.45,other_nested,,/blog/startup-tech-surabaya-sidoarjo,keep_or_redirect,blog_slug_normalization,medium,pending_review,
113,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-blitar,/product-tag/jual-pc-rakitan-murah-blitar,0,22,16.81,other_nested,,/products/category/jual-pc-rakitan-murah-blitar,redirect,product_tag_to_products_category,medium,pending_review,
114,https://www.kotacom.id/product/pc-rakitan-player-karaoke-4tb-60-000-lagu-bukan-geisler-nakamichi,/product/pc-rakitan-player-karaoke-4tb-60-000-lagu-bukan-geisler-nakamichi,0,22,11.87,other_nested,,/products/pc-rakitan-player-karaoke-4tb-60-000-lagu-bukan-geisler-nakamichi,redirect,product_singular_to_plural,medium,pending_review,
115,https://www.kotacom.id/posts/konsultan-it-sidoarjo-terpercaya,/posts/konsultan-it-sidoarjo-terpercaya,0,22,7.45,other_nested,,/blog/konsultan-it-sidoarjo-terpercaya,redirect,legacy_posts_to_blog,high,pending_review,
116,https://www.kotacom.id/product/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,2,21,21.75,other_nested,,/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,
117,https://www.kotacom.id/percetakan/cetak-undangan,/percetakan/cetak-undangan,2,21,11.66,other_nested,,/services/printing-services,redirect,printing_cluster_to_service_canonical,low,pending_review,
118,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-trenggalek/page/2,/product-tag/jual-komputer-rakitan-murah-trenggalek/page/2,1,21,18.35,other_nested,,/products/category/jual-komputer-rakitan-murah-trenggalek,redirect,product_tag_to_products_category,medium,pending_review,
119,https://www.kotacom.id/product/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,1,21,15.19,other_nested,,/products/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,
120,https://www.kotacom.id/product/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,/product/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,0,21,10.98,other_nested,,/products/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,redirect,product_singular_to_plural,medium,pending_review,
121,https://www.kotacom.id/blog/smart-city-surabaya-teknologi,/blog/smart-city-surabaya-teknologi,0,21,8.37,other_nested,,/blog/smart-city-surabaya-teknologi,keep_or_redirect,blog_slug_normalization,medium,pending_review,
122,https://www.kotacom.id/blog/software-development-surabaya-terbaik-2025,/blog/software-development-surabaya-terbaik-2025,0,21,7.37,other_nested,,/blog/software-development-surabaya-terbaik-2025,keep_or_redirect,blog_slug_normalization,medium,pending_review,
123,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-ngawi,/product-tag/jual-komputer-rakitan-murah-ngawi,1,20,20.71,other_nested,,/products/category/jual-komputer-rakitan-murah-ngawi,redirect,product_tag_to_products_category,medium,pending_review,
124,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-situbondo/page/2,/product-tag/jual-pc-rakitan-murah-situbondo/page/2,1,20,20.11,other_nested,,/products/category/jual-pc-rakitan-murah-situbondo,redirect,product_tag_to_products_category,medium,pending_review,
125,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-ngawi,/product-tag/jual-pc-rakitan-murah-ngawi,1,20,19.55,other_nested,,/products/category/jual-pc-rakitan-murah-ngawi,redirect,product_tag_to_products_category,medium,pending_review,
126,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-probolinggo/page/2,/product-tag/jual-komputer-rakitan-murah-probolinggo/page/2,0,20,16.85,other_nested,,/products/category/jual-komputer-rakitan-murah-probolinggo,redirect,product_tag_to_products_category,medium,pending_review,
127,https://www.kotacom.id/product/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,/product/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,0,20,13.97,other_nested,,/products/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,redirect,product_singular_to_plural,medium,pending_review,
128,https://www.kotacom.id/product/pc-core-i7-4xxx-fullset-ram-4gb-hdd500gb-led-24in-lg-hdmi,/product/pc-core-i7-4xxx-fullset-ram-4gb-hdd500gb-led-24in-lg-hdmi,0,20,13.73,other_nested,,/products/pc-core-i7-4xxx-fullset-ram-4gb-hdd500gb-led-24in-lg-hdmi,redirect,product_singular_to_plural,medium,pending_review,
129,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-gresik,/product-tag/jual-pc-rakitan-murah-gresik,0,20,12.45,other_nested,,/products/category/jual-pc-rakitan-murah-gresik,redirect,product_tag_to_products_category,medium,pending_review,
130,https://www.kotacom.id/service/cloud-services,/service/cloud-services,0,20,7.29,other_nested,,/services/cloud-services,redirect,service_namespace_merge,low,pending_review,
131,https://www.kotacom.id/blog/jasa-it-support-surabaya-sidoarjo-terpercaya-24jam,/blog/jasa-it-support-surabaya-sidoarjo-terpercaya-24jam,2,19,12.89,other_nested,,/blog/jasa-it-support-surabaya-sidoarjo-terpercaya-24jam,keep_or_redirect,blog_slug_normalization,medium,pending_review,
132,https://www.kotacom.id/product/pc-intel-core-i7-ram-16gb-ssd-256gb-casing-slim-enlight,/product/pc-intel-core-i7-ram-16gb-ssd-256gb-casing-slim-enlight,0,19,16.31,other_nested,,/products/pc-intel-core-i7-ram-16gb-ssd-256gb-casing-slim-enlight,redirect,product_singular_to_plural,medium,pending_review,
133,https://www.kotacom.id/product/pc-intel-core-i7-6700-ram-ddr4-32gb-ssd-1tb,/product/pc-intel-core-i7-6700-ram-ddr4-32gb-ssd-1tb,0,19,12.98,other_nested,,/products/pc-intel-core-i7-6700-ram-ddr4-32gb-ssd-1tb,redirect,product_singular_to_plural,medium,pending_review,
134,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-trenggalek,/product-tag/jual-pc-rakitan-murah-trenggalek,2,18,22.18,other_nested,,/products/category/jual-pc-rakitan-murah-trenggalek,redirect,product_tag_to_products_category,medium,pending_review,
135,https://www.kotacom.id/posts/coworking-space-tech-surabaya,/posts/coworking-space-tech-surabaya,0,18,7.12,other_nested,,/blog/coworking-space-tech-surabaya,redirect,legacy_posts_to_blog,high,pending_review,
136,https://www.kotacom.id/product/pc-intel-core-i7-10700f-ram-16gb-vga-rx-8-gb-ssd-512gb-hdd-1tb,/product/pc-intel-core-i7-10700f-ram-16gb-vga-rx-8-gb-ssd-512gb-hdd-1tb,1,17,19.03,other_nested,,/products/pc-intel-core-i7-10700f-ram-16gb-vga-rx-8-gb-ssd-512gb-hdd-1tb,redirect,product_singular_to_plural,medium,pending_review,
137,https://www.kotacom.id/product/pc-fullset-standart-office-19in-lg-i5-gen2-ram-8gb-ddr3,/product/pc-fullset-standart-office-19in-lg-i5-gen2-ram-8gb-ddr3,0,17,18.21,other_nested,,/products/pc-fullset-standart-office-19in-lg-i5-gen2-ram-8gb-ddr3,redirect,product_singular_to_plural,medium,pending_review,
138,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-jombang,/product-tag/jual-komputer-rakitan-murah-jombang,0,17,15.53,other_nested,,/products/category/jual-komputer-rakitan-murah-jombang,redirect,product_tag_to_products_category,medium,pending_review,
139,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-banyuwangi/page/2,/product-tag/jual-komputer-rakitan-murah-banyuwangi/page/2,0,17,12.33,other_nested,,/products/category/jual-komputer-rakitan-murah-banyuwangi,redirect,product_tag_to_products_category,medium,pending_review,
140,https://www.kotacom.id/digital-product/list-software,/digital-product/list-software,0,17,7.02,other_nested,,,manual_review,manual_intent_review_required,low,pending_review,
141,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-kediri,/product-tag/jual-pc-rakitan-murah-kediri,0,17,7.02,other_nested,,/products/category/jual-pc-rakitan-murah-kediri,redirect,product_tag_to_products_category,medium,pending_review,
142,https://www.kotacom.id/blog/page/12,/blog/page/12,0,16,11.82,other_nested,,/blog/12,keep_or_redirect,blog_slug_normalization,medium,pending_review,
143,https://www.kotacom.id/product/pc-rakitan-admin-kantor-office-standart-i5-gen-2-siap-kerja,/product/pc-rakitan-admin-kantor-office-standart-i5-gen-2-siap-kerja,0,15,18.03,other_nested,,/products/pc-rakitan-admin-kantor-office-standart-i5-gen-2-siap-kerja,redirect,product_singular_to_plural,medium,pending_review,
144,https://www.kotacom.id/blog/digitalisasi-umkm-surabaya-sidoarjo-terbaik-2025,/blog/digitalisasi-umkm-surabaya-sidoarjo-terbaik-2025,0,15,14.82,other_nested,,/blog/digitalisasi-umkm-surabaya-sidoarjo-terbaik-2025,keep_or_redirect,blog_slug_normalization,medium,pending_review,
145,https://www.kotacom.id/tag/service-mac-gresik,/tag/service-mac-gresik,0,15,13.6,other_nested,,,manual_review,manual_intent_review_required,low,pending_review,
146,https://www.kotacom.id/product-tag/jasa-rakit-pc-surabaya/page/2,/product-tag/jasa-rakit-pc-surabaya/page/2,0,15,12.38,other_nested,,/products/category/jasa-rakit-pc-surabaya,redirect,product_tag_to_products_category,medium,pending_review,
147,https://www.kotacom.id/product/pc-gaming-ryzen-5-ram-16gb-ddr4-ssd-512gb,/product/pc-gaming-ryzen-5-ram-16gb-ddr4-ssd-512gb,0,15,10.35,other_nested,,/products/pc-gaming-ryzen-5-ram-16gb-ddr4-ssd-512gb,redirect,product_singular_to_plural,medium,pending_review,
148,https://www.kotacom.id/product/pc-karaoke-1tb-15000-lagu-not-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-1tb-15000-lagu-not-audiobank-kjb-nakamichi-geisler,0,15,9.44,other_nested,,/products/pc-karaoke-1tb-15000-lagu-not-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,
149,https://www.kotacom.id/product/led-monitor-lg-18-5-inch-19m38a,/product/led-monitor-lg-18-5-inch-19m38a,0,15,5.82,other_nested,,/products/led-monitor-lg-18-5-inch-19m38a,redirect,product_singular_to_plural,medium,pending_review,
150,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-batu-malang,/product-tag/jual-pc-rakitan-murah-batu-malang,1,14,13.78,other_nested,,/products/category/jual-pc-rakitan-murah-batu-malang,redirect,product_tag_to_products_category,medium,pending_review,
151,https://www.kotacom.id/product/pc-intel-core-i5-ram-8gb-vga-gtx-750-4gb-ddr5-ssd-512gb,/product/pc-intel-core-i5-ram-8gb-vga-gtx-750-4gb-ddr5-ssd-512gb,0,14,16.05,other_nested,,/products/pc-intel-core-i5-ram-8gb-vga-gtx-750-4gb-ddr5-ssd-512gb,redirect,product_singular_to_plural,medium,pending_review,
152,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-banyuwangi,/product-tag/jual-pc-rakitan-murah-banyuwangi,0,14,15.82,other_nested,,/products/category/jual-pc-rakitan-murah-banyuwangi,redirect,product_tag_to_products_category,medium,pending_review,
153,https://www.kotacom.id/projects/education,/projects/education,0,14,15.42,project_detail,/services,/projects/education,keep_or_redirect,projects_direct,medium,pending_review,
